id;Borough;ZIP.CODE;LATITUDE;LONGITUDE;LOCATION;ON.STREET.NAME;CROSS.STREET.NAME;OFF.STREET.NAME;Persons injured;Persons killed;Pedestrians injured;Pedestrians killed;Cyclist injured;Cyclist killed;Motorist injured;Motorist killed;CONTRIBUTING.FACTOR.VEHICLE.1;CONTRIBUTING.FACTOR.VEHICLE.2;CONTRIBUTING.FACTOR.VEHICLE.3;CONTRIBUTING.FACTOR.VEHICLE.4;CONTRIBUTING.FACTOR.VEHICLE.5;UNIQUE.KEY;Vehicle type1;Vehicle type2;Vehicle type3;Vehicle type4;Vehicle type5;datetime;location2;Number accidents
1695;MANHATTAN;10002;40.7156933;-73.9914687;(40.7156933, -73.9914687);;;32 ORCHARD STREET                       ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471903;SMALL COM VEH(4 TIRES) ;PASSENGER VEHICLE;;;;2016-06-29 13:45:00;40.7156933 -73.9914687;1
11882;BROOKLYN;11207;40.6760158;-73.893976;(40.6760158, -73.893976);atlantic avenue;wyona street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3462194;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-14 13:47:00;40.6760158 -73.893976;1
5742;BRONX;10462;40.835897100000004;-73.85585920000001;(40.8358971, -73.8558592);starling avenue;unionport road;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3468761;SMALL COM VEH(4 TIRES) ;PASSENGER VEHICLE;;;;2016-06-23 11:45:00;40.8358971 -73.8558592;1
11069;QUEENS;11366;40.720279100000006;-73.807952;(40.7202791, -73.807952);;;159-05 UNION TURNPIKE                   ;0;0;0;0;0;0;0;0;Unspecified;;;;;3463372;SMALL COM VEH(4 TIRES) ;;;;;2016-06-16 08:06:00;40.7202791 -73.807952;1
20022;MANHATTAN;10016;40.7509597;-73.98272270000001;(40.7509597, -73.9827227);5th avenue;east 38th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3452924;PASSENGER VEHICLE;OTHER;;;;2016-06-01 21:00:00;40.7509597 -73.9827227;1
12275;QUEENS;11385;40.7048972;-73.8706667;(40.7048972, -73.8706667);79th place;78th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3461533;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-13 14:14:00;40.7048972 -73.8706667;1
19115;STATEN ISLAND;10312;40.5267107;-74.1784092;(40.5267107, -74.1784092);hylan boulevard;wendy drive;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455229;PASSENGER VEHICLE;;;;;2016-06-02 17:00:00;40.5267107 -74.1784092;1
7068;QUEENS;11101;40.7544786;-73.9314719;(40.7544786, -73.9314719);;;37-38 31 STREET                         ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466308;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-21 00:45:00;40.7544786 -73.9314719;1
11841;QUEENS;11435;40.6984091;-73.8064642;(40.6984091, -73.8064642);sutphin boulevard;95th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3461526;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-14 11:45:00;40.6984091 -73.8064642;1
2342;MANHATTAN;10011;40.739751399999996;-74.0025224;(40.7397514, -74.0025224);west 14th street;8th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471136;SMALL COM VEH(4 TIRES) ;PASSENGER VEHICLE;;;;2016-06-28 12:20:00;40.7397514 -74.0025224;1
8616;QUEENS;11362;40.751585999999996;-73.7457067;(40.751586, -73.7457067);west alley road;233rd street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3464782;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-19 14:30:00;40.751586 -73.7457067;1
3504;QUEENS;11428;40.7263288;-73.7347882;(40.7263288, -73.7347882);;;92-08 222 STREET                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3469185;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-27 07:50:00;40.7263288 -73.7347882;1
17680;BROOKLYN;11235;40.5873051;-73.96034920000001;(40.5873051, -73.9603492);coney island avenue;avenue z;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3456903;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-04 15:00:00;40.5873051 -73.9603492;1
13598;QUEENS;11378;40.725762700000004;-73.90420440000001;(40.7257627, -73.9042044);borden avenue;61st street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;Unspecified;Unspecified;;3459490;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;2016-06-10 10:51:00;40.7257627 -73.9042044;1
2670;MANHATTAN;10013;40.7180266;-74.0030447;(40.7180266, -74.0030447);white street;broadway;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471084;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-28 20:15:00;40.7180266 -74.0030447;1
4391;BROOKLYN;11225;40.6636741;-73.95485740000001;(40.6636741, -73.9548574);;;229 EMPIRE BOULEVARD                    ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3468975;OTHER;OTHER;;;;2016-06-25 15:00:00;40.6636741 -73.9548574;1
12001;BROOKLYN;11217;40.6877731;-73.9870011;(40.6877731, -73.9870011);atlantic avenue;hoyt street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;Unspecified;;;3471608;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;;2016-06-14 19:30:00;40.6877731 -73.9870011;1
6714;BROOKLYN;11234;40.6139268;-73.94097729999999;(40.6139268, -73.9409773);;;1620 EAST 32 STREET                     ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3467294;VAN;PASSENGER VEHICLE;;;;2016-06-22 18:00:00;40.6139268 -73.9409773;1
13025;MANHATTAN;10019;40.769791999999995;-73.9880646;(40.769792, -73.9880646);10th avenue;west 58th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3461104;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-12 22:35:00;40.769792 -73.9880646;1
13821;QUEENS;11420;40.6769459;-73.82420649999999;(40.6769459, -73.8242065);;;114-04 ROCKAWAY BOULEVARD               ;1;0;0;0;0;0;1;0;Unspecified;Unspecified;;;;3459885;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-10 16:00:00;40.6769459 -73.8242065;1
12352;BROOKLYN;11226;40.6444063;-73.964088;(40.6444063, -73.964088);beverley road;east 16th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3463712;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-13 16:30:00;40.6444063 -73.964088;1
14206;BROOKLYN;11226;40.6406503;-73.9533092;(40.6406503, -73.9533092);avenue d;east 25th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3460563;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-10 09:30:00;40.6406503 -73.9533092;1
6228;QUEENS;11433;40.7042537;-73.78833440000001;(40.7042537, -73.7883344);170th street;douglas avenue;                                        ;1;0;1;0;0;0;0;0;Unspecified;;;;;3469948;;;;;;2016-06-23 07:40:00;40.7042537 -73.7883344;1
