id,lat1,lon1,lat2,lon2,street,speed,signed,region,distance,location
16503,40.6747537815618,-73.76367814423091,40.6747581810453,-73.7636268001367,westgate street,25,no,Queens,0.00271439727006058,40.6747537815618 -73.7636781442309
18241,40.5211392096069,-74.196055406232,40.5200070036204,-74.1951915822257,holten avenue,25,no,Staten Island,0.0903991991858315,40.5211392096069 -74.196055406232
5395,40.5950524138379,-73.9820338436869,40.595058221659706,-73.9815787246783,lake place,25,no,Brooklyn,0.023941626014933996,40.5950524138379 -73.9820338436869
9827,40.7229061512979,-73.80017683629191,40.721602620864296,-73.79962171626909,168 street,25,no,Queens,0.0945500025666046,40.7229061512979 -73.8001768362919
1568,40.8149062003609,-73.92892805938241,40.8165648343996,-73.92830285968921,grand concourse,25,yes,Bronx,0.119052111419336,40.8149062003609 -73.9289280593824
1497,40.870995345259,-73.8472528560344,40.871955878760794,-73.8477632878454,fish avenue,25,no,Bronx,0.0714702550988135,40.870995345259 -73.8472528560344
17783,40.6249882861805,-74.12473309395709,40.6248721477315,-74.1262319157702,egbert avenue,25,no,Staten Island,0.0792061097749718,40.6249882861805 -74.1247330939571
8869,40.6796115640225,-73.8034832810285,40.679848809674894,-73.8026442989952,116 avenue,25,no,Queens,0.047015013456599,40.6796115640225 -73.8034832810285
18356,40.585029742128896,-74.0951796214424,40.584677066693295,-74.09561761825842,joyce street,25,no,Staten Island,0.0335124073771045,40.5850297421289 -74.0951796214424
7479,40.8493035131467,-73.9389698407855,40.850002550777205,-73.9386550708748,ft washington avenue,20,yes,Manhattan,0.0509781295817744,40.8493035131467 -73.9389698407855
4409,40.614698463,-73.9193723019999,40.613063255,-73.91756282599991,east 57 street,25,no,Brooklyn,0.147593908781856,40.614698463 -73.9193723019999
19833,40.538128323963,-74.1796837232252,40.537110704195705,-74.1806496049952,tenafly place,25,no,Staten Island,0.0866929378698132,40.538128323963 -74.1796837232252
7879,40.7462085118135,-73.9738899708454,40.746259543842896,-73.9740073008962,queens midtown tunnel exit,25,no,Manhattan,0.00709316385637332,40.7462085118135 -73.9738899708454
13449,40.593758176099,-73.77454347889841,40.5957436183733,-73.77477261266591,beach 43 street,25,no,Queens,0.137526279517168,40.593758176099 -73.7745434788984
15837,40.714245325661295,-73.8305944565689,40.71407824061829,-73.8302314137487,queens boulevard,25,yes,Queens,0.0222768517482985,40.7142453256613 -73.8305944565689
1841,40.8772477280003,-73.9178026362826,40.877255722074,-73.9178509937283,kappock street,25,no,Bronx,0.00259213737865725,40.8772477280003 -73.9178026362826
14099,40.7250853390173,-73.7722484054396,40.7250104218935,-73.7722558095579,connector,50,no,Queens,0.0051840529541337,40.7250853390173 -73.7722484054396
18591,40.5892410060001,-74.08463575399999,40.58893347,-74.08487289399991,mason avenue,25,no,Staten Island,0.024615084467073996,40.5892410060001 -74.084635754
7021,40.8100025021138,-73.9650475711884,40.8099792933098,-73.9649951362165,connector,25,no,Manhattan,0.00318156162320544,40.8100025021138 -73.9650475711884
19462,40.585588186,-74.100352036,40.585368302000106,-74.10000616100001,seaver avenue,25,no,Staten Island,0.0236906646120179,40.585588186 -74.100352036
